Subject	Act_Label	tBodyAcc-meanXMean	tBodyAcc-meanXN	tBodyAcc-meanYMean	tBodyAcc-meanYN	tBodyAcc-meanZMean	tBodyAcc-meanZN	tBodyAcc-stdXMean	tBodyAcc-stdXN	tBodyAcc-stdYMean	tBodyAcc-stdYN	tBodyAcc-stdZMean	tBodyAcc-stdZN	tGravityAcc-meanXMean	tGravityAcc-meanXN	tGravityAcc-meanYMean	tGravityAcc-meanYN	tGravityAcc-meanZMean	tGravityAcc-meanZN	tGravityAcc-stdXMean	tGravityAcc-stdXN	tGravityAcc-stdYMean	tGravityAcc-stdYN	tGravityAcc-stdZMean	tGravityAcc-stdZN	tBodyAccJerk-meanXMean	tBodyAccJerk-meanXN	tBodyAccJerk-meanYMean	tBodyAccJerk-meanYN	tBodyAccJerk-meanZMean	tBodyAccJerk-meanZN	tBodyAccJerk-stdXMean	tBodyAccJerk-stdXN	tBodyAccJerk-stdYMean	tBodyAccJerk-stdYN	tBodyAccJerk-stdZMean	tBodyAccJerk-stdZN	tBodyGyro-meanXMean	tBodyGyro-meanXN	tBodyGyro-meanYMean	tBodyGyro-meanYN	tBodyGyro-meanZMean	tBodyGyro-meanZN	tBodyGyro-stdXMean	tBodyGyro-stdXN	tBodyGyro-stdYMean	tBodyGyro-stdYN	tBodyGyro-stdZMean	tBodyGyro-stdZN	tBodyGyroJerk-meanXMean	tBodyGyroJerk-meanXN	tBodyGyroJerk-meanYMean	tBodyGyroJerk-meanYN	tBodyGyroJerk-meanZMean	tBodyGyroJerk-meanZN	tBodyGyroJerk-stdXMean	tBodyGyroJerk-stdXN	tBodyGyroJerk-stdYMean	tBodyGyroJerk-stdYN	tBodyGyroJerk-stdZMean	tBodyGyroJerk-stdZN	tBodyAccMag-meanMean	tBodyAccMag-meanN	tBodyAccMag-stdMean	tBodyAccMag-stdN	tGravityAccMag-meanMean	tGravityAccMag-meanN	tGravityAccMag-stdMean	tGravityAccMag-stdN	tBodyAccJerkMag-meanMean	tBodyAccJerkMag-meanN	tBodyAccJerkMag-stdMean	tBodyAccJerkMag-stdN	tBodyGyroMag-meanMean	tBodyGyroMag-meanN	tBodyGyroMag-stdMean	tBodyGyroMag-stdN	tBodyGyroJerkMag-meanMean	tBodyGyroJerkMag-meanN	tBodyGyroJerkMag-stdMean	tBodyGyroJerkMag-stdN	fBodyAcc-meanXMean	fBodyAcc-meanXN	fBodyAcc-meanYMean	fBodyAcc-meanYN	fBodyAcc-meanZMean	fBodyAcc-meanZN	fBodyAcc-stdXMean	fBodyAcc-stdXN	fBodyAcc-stdYMean	fBodyAcc-stdYN	fBodyAcc-stdZMean	fBodyAcc-stdZN	fBodyAcc-meanFreqXMean	fBodyAcc-meanFreqXN	fBodyAcc-meanFreqYMean	fBodyAcc-meanFreqYN	fBodyAcc-meanFreqZMean	fBodyAcc-meanFreqZN	fBodyAccJerk-meanXMean	fBodyAccJerk-meanXN	fBodyAccJerk-meanYMean	fBodyAccJerk-meanYN	fBodyAccJerk-meanZMean	fBodyAccJerk-meanZN	fBodyAccJerk-stdXMean	fBodyAccJerk-stdXN	fBodyAccJerk-stdYMean	fBodyAccJerk-stdYN	fBodyAccJerk-stdZMean	fBodyAccJerk-stdZN	fBodyAccJerk-meanFreqXMean	fBodyAccJerk-meanFreqXN	fBodyAccJerk-meanFreqYMean	fBodyAccJerk-meanFreqYN	fBodyAccJerk-meanFreqZMean	fBodyAccJerk-meanFreqZN	fBodyGyro-meanXMean	fBodyGyro-meanXN	fBodyGyro-meanYMean	fBodyGyro-meanYN	fBodyGyro-meanZMean	fBodyGyro-meanZN	fBodyGyro-stdXMean	fBodyGyro-stdXN	fBodyGyro-stdYMean	fBodyGyro-stdYN	fBodyGyro-stdZMean	fBodyGyro-stdZN	fBodyGyro-meanFreqXMean	fBodyGyro-meanFreqXN	fBodyGyro-meanFreqYMean	fBodyGyro-meanFreqYN	fBodyGyro-meanFreqZMean	fBodyGyro-meanFreqZN	fBodyAccMag-meanMean	fBodyAccMag-meanN	fBodyAccMag-stdMean	fBodyAccMag-stdN	fBodyAccMag-meanFreqMean	fBodyAccMag-meanFreqN	fBodyBodyAccJerkMag-meanMean	fBodyBodyAccJerkMag-meanN	fBodyBodyAccJerkMag-stdMean	fBodyBodyAccJerkMag-stdN	fBodyBodyAccJerkMag-meanFreqMean	fBodyBodyAccJerkMag-meanFreqN	fBodyBodyGyroMag-meanMean	fBodyBodyGyroMag-meanN	fBodyBodyGyroMag-stdMean	fBodyBodyGyroMag-stdN	fBodyBodyGyroMag-meanFreqMean	fBodyBodyGyroMag-meanFreqN	fBodyBodyGyroJerkMag-meanMean	fBodyBodyGyroJerkMag-meanN	fBodyBodyGyroJerkMag-stdMean	fBodyBodyGyroJerkMag-stdN	fBodyBodyGyroJerkMag-meanFreqMean	fBodyBodyGyroJerkMag-meanFreqN	angle_tBodyAccMean_gravityMean	angle_tBodyAccMean_gravityN	angle_tBodyAccJerkMean_gravityMeanMean	angle_tBodyAccJerkMean_gravityMeanN	angle_tBodyGyroMean_gravityMeanMean	angle_tBodyGyroMean_gravityMeanN	angle_tBodyGyroJerkMean_gravityMeanMean	angle_tBodyGyroJerkMean_gravityMeanN	angle_X_gravityMeanMean	angle_X_gravityMeanN	angle_Y_gravityMeanMean	angle_Y_gravityMeanN	angle_Z_gravityMeanMean	angle_Z_gravityMeanN
7	STANDING	0.282724	53	-0.014574	53	-0.099778	53	-0.979308	53	-0.923401	53	-0.917064	53	0.958729	53	-0.117607	53	-0.051657	53	-0.987918	53	-0.966163	53	-0.939161	53	0.075192	53	0.006947	53	-0.010842	53	-0.976404	53	-0.965811	53	-0.972060	53	-0.029158	53	-0.077434	53	0.085105	53	-0.945248	53	-0.949647	53	-0.951631	53	-0.090154	53	-0.041280	53	-0.054539	53	-0.965983	53	-0.976838	53	-0.978167	53	-0.942725	53	-0.933590	53	-0.942725	53	-0.933590	53	-0.973381	53	-0.968566	53	-0.943426	53	-0.918439	53	-0.977377	53	-0.972108	53	-0.976682	53	-0.941884	53	-0.938551	53	-0.980541	53	-0.919119	53	-0.912359	53	-0.079705	53	-0.159730	53	0.000989	53	-0.976323	53	-0.967165	53	-0.968230	53	-0.978729	53	-0.966850	53	-0.974534	53	0.098775	53	-0.188480	53	-0.089160	53	-0.938122	53	-0.957549	53	-0.957165	53	-0.947892	53	-0.945818	53	-0.954339	53	-0.188058	53	-0.298449	53	-0.188117	53	-0.945611	53	-0.937288	53	-0.028845	53	-0.967418	53	-0.969092	53	0.256759	53	-0.938705	53	-0.919848	53	-0.187182	53	-0.973671	53	-0.971899	53	0.095471	53	0.010247	53	-0.023834	53	-0.075886	53	-0.007606	53	-0.819124	53	0.164011	53	0.057989	53
7	WALKING	0.275593	57	-0.018654	57	-0.110912	57	-0.327243	57	-0.077262	57	0.159631	57	0.932566	57	-0.159097	57	-0.160847	57	-0.979851	57	-0.969404	57	-0.952160	57	0.090146	57	0.018432	57	-0.021040	57	-0.346026	57	-0.054745	57	-0.149489	57	0.002288	57	-0.083711	57	0.064110	57	-0.503314	57	-0.231098	57	-0.396014	57	-0.123654	57	-0.044777	57	-0.049571	57	-0.211667	57	-0.174136	57	-0.458303	57	-0.097809	57	-0.198555	57	-0.097809	57	-0.198555	57	-0.192949	57	-0.027557	57	-0.305959	57	-0.198283	57	-0.300023	57	-0.095340	57	-0.343048	57	-0.064156	57	0.038583	57	-0.322035	57	-0.143722	57	0.133317	57	-0.313727	57	0.160434	57	0.124630	57	-0.383716	57	-0.123193	57	-0.106490	57	-0.365315	57	-0.043192	57	-0.190752	57	-0.284587	57	-0.287014	57	-0.244832	57	-0.318395	57	-0.151967	57	-0.366734	57	-0.563615	57	-0.290859	57	-0.463270	57	0.111913	57	0.273141	57	0.014356	57	-0.151244	57	-0.351707	57	0.172998	57	-0.038419	57	-0.022138	57	-0.012745	57	-0.192910	57	-0.343895	57	0.300316	57	-0.155340	57	-0.084166	57	0.000880	57	-0.023614	57	-0.005381	57	-0.052694	57	0.053895	57	-0.747766	57	0.192339	57	0.135381	57
7	WALKING_DOWNSTAIRS	0.280307	47	-0.016633	47	-0.096938	47	0.066082	47	-0.138179	47	-0.063640	47	0.930624	47	-0.129872	47	-0.154936	47	-0.964876	47	-0.952679	47	-0.928756	47	0.096893	47	-0.019106	47	-0.016039	47	0.028503	47	-0.296280	47	-0.347108	47	-0.105410	47	-0.049717	47	0.116895	47	-0.407744	47	-0.292626	47	-0.401051	47	-0.059727	47	-0.038190	47	-0.078947	47	-0.510731	47	-0.299520	47	-0.425200	47	0.019880	47	0.214544	47	0.019880	47	0.214544	47	-0.170320	47	0.090184	47	-0.188741	47	-0.259752	47	-0.399230	47	-0.294779	47	0.044343	47	-0.145302	47	-0.139216	47	0.073011	47	-0.190187	47	-0.100121	47	-0.365651	47	-0.031474	47	0.082442	47	-0.030523	47	-0.316237	47	-0.296495	47	-0.004263	47	-0.324379	47	-0.397775	47	-0.333627	47	-0.414196	47	-0.382024	47	-0.339301	47	-0.214443	47	-0.299600	47	-0.432731	47	-0.351718	47	-0.495120	47	-0.219868	47	0.200566	47	0.007637	47	0.218911	47	0.021444	47	0.003803	47	0.067390	47	0.107857	47	-0.037384	47	-0.255045	47	-0.396910	47	0.235201	47	-0.289097	47	-0.353545	47	0.081946	47	-0.038615	47	-0.030726	47	0.259902	47	-0.100218	47	-0.778028	47	0.172989	47	0.131640	47
7	WALKING_UPSTAIRS	0.248707	51	-0.027564	51	-0.143770	51	-0.294873	51	-0.326160	51	-0.145665	51	0.818747	51	-0.240951	51	-0.403600	51	-0.932823	51	-0.939774	51	-0.881676	51	0.072465	51	-0.000812	51	-0.000075	51	-0.415153	51	-0.519898	51	-0.607808	51	-0.138778	51	-0.002472	51	0.139217	51	-0.363853	51	-0.572997	51	-0.348980	51	-0.085664	51	-0.048222	51	-0.072452	51	-0.616813	51	-0.671244	51	-0.682184	51	-0.198074	51	-0.334745	51	-0.198074	51	-0.334745	51	-0.458695	51	-0.471266	51	-0.239099	51	-0.418145	51	-0.661970	51	-0.676428	51	-0.336199	51	-0.381591	51	-0.317461	51	-0.279870	51	-0.341026	51	-0.124912	51	-0.432685	51	-0.135079	51	-0.273731	51	-0.454648	51	-0.537076	51	-0.581765	51	-0.426974	51	-0.534191	51	-0.631920	51	-0.391183	51	-0.425314	51	-0.627555	51	-0.383889	51	-0.567920	51	-0.408150	51	-0.368637	51	-0.579965	51	-0.393063	51	-0.329346	51	-0.054118	51	-0.346106	51	-0.378619	51	-0.415307	51	-0.089228	51	-0.454783	51	-0.497441	51	0.045864	51	-0.533983	51	-0.444994	51	-0.165201	51	-0.673327	51	-0.704091	51	0.047335	51	0.017580	51	0.014003	51	0.106104	51	-0.117697	51	-0.519312	51	0.248699	51	0.312062	51
8	LAYING	0.261254	54	-0.021228	54	-0.102245	54	-0.943041	54	-0.934891	54	-0.932491	54	-0.405930	54	0.589922	54	0.719832	54	-0.918873	54	-0.957990	54	-0.941836	54	0.087833	54	0.023330	54	-0.016922	54	-0.973253	54	-0.976521	54	-0.966088	54	0.005354	54	-0.089137	54	0.138188	54	-0.965204	54	-0.952039	54	-0.967590	54	-0.106445	54	-0.038974	54	-0.069412	54	-0.969924	54	-0.974186	54	-0.987601	54	-0.935309	54	-0.913250	54	-0.935309	54	-0.913250	54	-0.973147	54	-0.962955	54	-0.924253	54	-0.932471	54	-0.978438	54	-0.969029	54	-0.953539	54	-0.951817	54	-0.944270	54	-0.940125	54	-0.931237	54	-0.931146	54	-0.307248	54	0.005398	54	0.192436	54	-0.973111	54	-0.975877	54	-0.962111	54	-0.975960	54	-0.979171	54	-0.968699	54	0.164984	54	0.006673	54	0.120249	54	-0.957904	54	-0.957411	54	-0.967461	54	-0.967846	54	-0.950316	54	-0.970672	54	-0.105591	54	-0.199880	54	0.213568	54	-0.932280	54	-0.917258	54	0.048499	54	-0.961793	54	-0.963791	54	0.350823	54	-0.944529	54	-0.936787	54	-0.062056	54	-0.968404	54	-0.971793	54	0.219371	54	-0.024490	54	-0.021945	54	0.010633	54	0.013732	54	0.542597	54	-0.400681	54	-0.601885	54
8	SITTING	0.267491	46	-0.006726	46	-0.104461	46	-0.979026	46	-0.927332	46	-0.939553	46	0.832454	46	0.240095	46	0.263895	46	-0.966758	46	-0.937462	46	-0.935475	46	0.078671	46	-0.006575	46	-0.010681	46	-0.985189	46	-0.980785	46	-0.985286	46	-0.054740	46	-0.095509	46	0.071605	46	-0.984524	46	-0.971501	46	-0.959624	46	-0.092315	46	-0.040267	46	-0.044573	46	-0.993265	46	-0.988876	46	-0.985241	46	-0.952140	46	-0.929944	46	-0.952140	46	-0.929944	46	-0.986062	46	-0.980667	46	-0.932682	46	-0.953002	46	-0.991807	46	-0.986757	46	-0.981143	46	-0.944220	46	-0.959436	46	-0.978257	46	-0.923830	46	-0.933890	46	-0.164187	46	0.107278	46	0.060048	46	-0.984977	46	-0.980221	46	-0.982995	46	-0.986914	46	-0.983039	46	-0.986185	46	0.227829	46	0.052716	46	0.008838	46	-0.982200	46	-0.976590	46	-0.961799	46	-0.985339	46	-0.968924	46	-0.962632	46	0.116742	46	-0.261139	46	-0.043018	46	-0.947982	46	-0.931721	46	0.121543	46	-0.980932	46	-0.979320	46	0.306788	46	-0.965807	46	-0.953251	46	-0.141126	46	-0.987731	46	-0.986147	46	0.166639	46	0.011990	46	-0.017570	46	0.012124	46	-0.038077	46	-0.616080	46	-0.086695	46	-0.169509	46
8	STANDING	0.279621	54	-0.014811	54	-0.106115	54	-0.988815	54	-0.938479	54	-0.926065	54	0.957670	54	-0.090460	54	-0.097939	54	-0.987690	54	-0.958904	54	-0.918294	54	0.075374	54	0.008150	54	0.003222	54	-0.989199	54	-0.976442	54	-0.982611	54	-0.021967	54	-0.028012	54	0.063689	54	-0.972990	54	-0.969421	54	-0.974118	54	-0.097758	54	-0.048519	54	-0.047848	54	-0.981573	54	-0.985509	54	-0.989271	54	-0.953763	54	-0.937187	54	-0.953763	54	-0.937187	54	-0.984921	54	-0.979932	54	-0.952848	54	-0.953225	54	-0.987581	54	-0.982460	54	-0.988220	54	-0.950049	54	-0.950363	54	-0.989184	54	-0.936232	54	-0.919745	54	0.023116	54	0.077184	54	0.121181	54	-0.989029	54	-0.976178	54	-0.979477	54	-0.990414	54	-0.978582	54	-0.984466	54	0.267296	54	-0.059820	54	0.069283	54	-0.969677	54	-0.972595	54	-0.975512	54	-0.974201	54	-0.968055	54	-0.975976	54	-0.154243	54	-0.197393	54	0.022201	54	-0.953746	54	-0.938628	54	0.110647	54	-0.979746	54	-0.979135	54	0.308061	54	-0.964564	54	-0.954120	54	-0.108780	54	-0.983709	54	-0.981832	54	0.179174	54	0.025895	54	-0.008205	54	0.015247	54	-0.031935	54	-0.840840	54	0.145565	54	0.090521	54
8	WALKING	0.274686	48	-0.018663	48	-0.107252	48	-0.173606	48	0.380782	48	-0.142089	48	0.913586	48	-0.217102	48	-0.186268	48	-0.974752	48	-0.956782	48	-0.956640	48	0.070339	48	-0.006039	48	-0.000674	48	-0.258689	48	0.233988	48	-0.383201	48	0.023509	48	-0.095792	48	0.050966	48	-0.199210	48	-0.211997	48	-0.075445	48	-0.135886	48	-0.031488	48	-0.052268	48	-0.246083	48	-0.428056	48	-0.388447	48	0.051679	48	-0.180407	48	0.051679	48	-0.180407	48	-0.066832	48	-0.184571	48	-0.003102	48	-0.238747	48	-0.339129	48	-0.502957	48	-0.247389	48	0.316982	48	-0.238635	48	-0.148387	48	0.324845	48	-0.158437	48	-0.380892	48	0.003562	48	0.111947	48	-0.311199	48	0.079683	48	-0.361563	48	-0.271448	48	0.315884	48	-0.404483	48	-0.345898	48	-0.419278	48	-0.247485	48	-0.102063	48	-0.259730	48	-0.132902	48	-0.234252	48	-0.190806	48	-0.142974	48	-0.176032	48	-0.102882	48	-0.218801	48	-0.095217	48	-0.360819	48	0.204081	48	-0.123834	48	-0.276436	48	0.176190	48	-0.301242	48	-0.327460	48	0.089001	48	-0.473026	48	-0.581240	48	0.294590	48	0.073862	48	-0.033142	48	-0.185504	48	0.045002	48	-0.684992	48	0.231919	48	0.153861	48
8	WALKING_DOWNSTAIRS	0.283484	38	-0.021106	38	-0.107598	38	0.024139	38	0.343826	38	0.133717	38	0.914023	38	-0.187610	38	-0.141818	38	-0.945767	38	-0.941581	38	-0.897190	38	0.118938	38	-0.038019	38	-0.039436	38	0.250144	38	0.288141	38	-0.013514	38	-0.121190	38	-0.050076	38	0.114144	38	-0.258431	38	0.024313	38	-0.129565	38	-0.034928	38	-0.053497	38	-0.086790	38	-0.267888	38	-0.070453	38	-0.189604	38	0.176599	38	0.131338	38	0.176599	38	0.131338	38	0.262628	38	0.253408	38	0.099343	38	-0.046629	38	-0.126189	38	-0.157485	38	0.136590	38	0.388413	38	0.159590	38	-0.026046	38	0.232184	38	0.021491	38	-0.200758	38	0.051156	38	0.223078	38	0.214841	38	0.220640	38	0.058610	38	0.172659	38	0.273944	38	-0.084667	38	-0.170998	38	-0.337651	38	-0.180391	38	-0.130740	38	0.116091	38	0.027750	38	-0.302735	38	-0.046136	38	-0.268253	38	-0.177173	38	0.071679	38	-0.005130	38	0.301627	38	-0.156141	38	0.229145	38	0.331528	38	0.134735	38	0.181423	38	-0.000363	38	-0.255590	38	0.267676	38	-0.125180	38	-0.262984	38	0.242844	38	-0.014368	38	-0.119465	38	0.265291	38	-0.161872	38	-0.734180	38	0.213262	38	0.123085	38
8	WALKING_UPSTAIRS	0.258880	41	-0.028242	41	-0.115122	41	-0.171712	41	0.348769	41	0.121187	41	0.860369	41	-0.291341	41	-0.192307	41	-0.926673	41	-0.931032	41	-0.876169	41	0.081382	41	0.014121	41	-0.067458	41	-0.186619	41	-0.012350	41	-0.447518	41	0.192704	41	-0.204205	41	-0.072455	41	-0.367428	41	-0.066698	41	0.337526	41	-0.155446	41	-0.027920	41	-0.053409	41	-0.405071	41	-0.424676	41	-0.430367	41	0.121027	41	-0.227200	41	0.121027	41	-0.227200	41	-0.141495	41	-0.228296	41	0.166448	41	-0.109328	41	-0.400664	41	-0.493975	41	-0.166411	41	0.263431	41	-0.072950	41	-0.175285	41	0.305401	41	0.133766	41	-0.290118	41	-0.100254	41	-0.191853	41	-0.200277	41	-0.025795	41	-0.386656	41	-0.247337	41	-0.070082	41	-0.508248	41	-0.115990	41	-0.344030	41	-0.368783	41	-0.240261	41	-0.113162	41	0.165974	41	-0.409956	41	-0.047880	41	0.263203	41	-0.221045	41	-0.184404	41	-0.296235	41	-0.130265	41	-0.409283	41	0.207071	41	-0.131851	41	-0.379266	41	0.274549	41	-0.229611	41	-0.183326	41	-0.128115	41	-0.463271	41	-0.575733	41	0.251663	41	0.076727	41	-0.097934	41	-0.389305	41	0.066378	41	-0.613935	41	0.285923	41	0.160697	41
11	LAYING	0.280593	57	-0.017660	57	-0.108787	57	-0.984777	57	-0.972197	57	-0.971311	57	-0.134832	57	0.943018	57	0.112620	57	-0.979566	57	-0.990766	57	-0.984193	57	0.076665	57	0.012219	57	0.002777	57	-0.985259	57	-0.972777	57	-0.982112	57	-0.019174	57	-0.041560	57	0.152019	57	-0.980837	57	-0.982443	57	-0.959897	57	-0.102298	57	-0.041239	57	-0.066696	57	-0.981725	57	-0.990846	57	-0.986549	57	-0.980621	57	-0.972892	57	-0.980621	57	-0.972892	57	-0.983331	57	-0.976505	57	-0.952524	57	-0.954713	57	-0.990641	57	-0.984476	57	-0.983801	57	-0.971404	57	-0.973577	57	-0.985322	57	-0.973589	57	-0.971668	57	-0.063771	57	0.251945	57	0.226036	57	-0.984885	57	-0.973882	57	-0.979565	57	-0.987123	57	-0.973487	57	-0.983303	57	0.178105	57	0.003450	57	0.030017	57	-0.976187	57	-0.982640	57	-0.961434	57	-0.982425	57	-0.982661	57	-0.963184	57	0.006108	57	0.104942	57	0.096357	57	-0.973994	57	-0.976038	57	0.336011	57	-0.976941	57	-0.975127	57	0.295748	57	-0.967093	57	-0.954849	57	0.040600	57	-0.985979	57	-0.983569	57	0.256035	57	0.002750	57	0.001435	57	-0.022026	57	0.052992	57	0.345278	57	-0.813131	57	-0.059347	57
11	SITTING	0.276590	53	-0.014920	53	-0.112840	53	-0.982797	53	-0.921402	53	-0.968370	53	0.871964	53	0.213716	53	0.188532	53	-0.988069	53	-0.949793	53	-0.971662	53	0.076178	53	-0.000214	53	0.008334	53	-0.980335	53	-0.966767	53	-0.983442	53	-0.039998	53	-0.075528	53	0.076174	53	-0.988165	53	-0.982249	53	-0.952844	53	-0.094842	53	-0.039281	53	-0.050540	53	-0.990502	53	-0.988555	53	-0.981016	53	-0.961971	53	-0.944582	53	-0.961971	53	-0.944582	53	-0.979356	53	-0.974512	53	-0.951884	53	-0.959964	53	-0.989519	53	-0.986257	53	-0.981481	53	-0.934503	53	-0.972855	53	-0.983390	53	-0.920047	53	-0.967884	53	-0.050340	53	0.096775	53	0.243470	53	-0.980832	53	-0.967455	53	-0.981125	53	-0.981608	53	-0.968421	53	-0.984350	53	0.153320	53	-0.080506	53	0.075598	53	-0.985107	53	-0.982637	53	-0.954454	53	-0.989190	53	-0.982138	53	-0.956803	53	0.115679	53	-0.102473	53	-0.045958	53	-0.953066	53	-0.948522	53	0.198649	53	-0.975315	53	-0.972289	53	0.192259	53	-0.969800	53	-0.960711	53	-0.039897	53	-0.987256	53	-0.985607	53	0.159345	53	-0.011786	53	-0.010568	53	-0.003980	53	-0.025415	53	-0.663460	53	-0.068640	53	-0.112036	53
11	STANDING	0.277716	47	-0.017199	47	-0.108687	47	-0.994979	47	-0.964173	47	-0.986383	47	0.956465	47	-0.173083	47	0.127198	47	-0.994529	47	-0.981048	47	-0.989433	47	0.076010	47	0.012413	47	-0.000746	47	-0.992527	47	-0.979428	47	-0.990133	47	-0.029314	47	-0.076547	47	0.081059	47	-0.980242	47	-0.994210	47	-0.980637	47	-0.099519	47	-0.039599	47	-0.052473	47	-0.986690	47	-0.995572	47	-0.990663	47	-0.984854	47	-0.980305	47	-0.984854	47	-0.980305	47	-0.989242	47	-0.988854	47	-0.979978	47	-0.977071	47	-0.993428	47	-0.992579	47	-0.993808	47	-0.968703	47	-0.987670	47	-0.995574	47	-0.963507	47	-0.985959	47	0.089010	47	0.055741	47	0.292390	47	-0.992385	47	-0.979287	47	-0.988461	47	-0.993415	47	-0.981186	47	-0.990378	47	0.312172	47	-0.030509	47	0.120741	47	-0.978302	47	-0.994025	47	-0.980763	47	-0.981009	47	-0.994353	47	-0.982309	47	-0.129936	47	0.119201	47	-0.021297	47	-0.982255	47	-0.981504	47	0.233078	47	-0.988637	47	-0.988021	47	0.333099	47	-0.982577	47	-0.977438	47	-0.047849	47	-0.992981	47	-0.992277	47	0.223297	47	-0.002317	47	-0.013952	47	0.018594	47	0.012678	47	-0.801986	47	0.201763	47	-0.066871	47
11	WALKING	0.271822	59	-0.016648	59	-0.106096	59	-0.422842	59	-0.052212	59	-0.530626	59	0.946468	59	-0.212046	59	0.134053	59	-0.981101	59	-0.966241	59	-0.960853	59	0.082971	59	0.012768	59	-0.013365	59	-0.428516	59	-0.181419	59	-0.720655	59	-0.042693	59	-0.070510	59	0.084374	59	-0.596347	59	-0.499625	59	-0.434178	59	-0.091820	59	-0.051417	59	-0.034268	59	-0.541616	59	-0.737994	59	-0.551080	59	-0.288323	59	-0.487736	59	-0.288323	59	-0.487736	59	-0.402333	59	-0.403141	59	-0.421802	59	-0.558363	59	-0.630733	59	-0.753671	59	-0.396534	59	-0.083048	59	-0.616403	59	-0.433703	59	-0.096607	59	-0.523093	59	-0.373608	59	0.012876	59	0.040456	59	-0.453265	59	-0.241802	59	-0.692594	59	-0.453943	59	-0.170177	59	-0.747565	59	-0.353420	59	-0.427889	59	-0.092392	59	-0.514753	59	-0.593107	59	-0.398293	59	-0.623150	59	-0.453663	59	-0.498555	59	-0.175946	59	-0.297177	59	-0.184066	59	-0.458514	59	-0.584456	59	0.093582	59	-0.395116	59	-0.417447	59	0.084454	59	-0.610223	59	-0.599745	59	-0.074837	59	-0.751914	59	-0.773574	59	0.056365	59	0.061938	59	-0.043667	59	0.057973	59	0.012861	59	-0.770428	59	0.228651	59	-0.071621	59
11	WALKING_DOWNSTAIRS	0.291606	46	-0.017810	46	-0.111070	46	0.142457	46	0.070812	46	-0.324027	46	0.941746	46	-0.200322	46	0.132372	46	-0.954497	46	-0.926310	46	-0.925815	46	0.089717	46	0.025227	46	-0.022521	46	-0.083421	46	-0.126817	46	-0.579710	46	-0.125069	46	-0.026278	46	0.057524	46	-0.374069	46	-0.495912	46	-0.318960	46	-0.022092	46	-0.052027	46	-0.037305	46	-0.534375	46	-0.684593	46	-0.480559	46	0.126228	46	0.050774	46	0.126228	46	0.050774	46	-0.198206	46	-0.127017	46	-0.197883	46	-0.339350	46	-0.599295	46	-0.677751	46	0.035194	46	0.024751	46	-0.377625	46	0.179907	46	0.026278	46	-0.348627	46	-0.400296	46	-0.056189	46	0.005314	46	-0.120463	46	-0.177479	46	-0.530226	46	-0.128342	46	-0.130444	46	-0.628903	46	-0.338850	46	-0.455973	46	-0.244415	46	-0.318777	46	-0.528255	46	-0.273459	46	-0.397723	46	-0.481127	46	-0.397220	46	-0.263296	46	-0.255278	46	-0.150480	46	0.090281	46	-0.137123	46	0.031673	46	-0.097455	46	-0.173662	46	0.033748	46	-0.456170	46	-0.380559	46	-0.169884	46	-0.668341	46	-0.714230	46	-0.009425	46	-0.046507	46	0.025143	46	0.297576	46	-0.223672	46	-0.780246	46	0.221264	46	-0.070961	46
11	WALKING_UPSTAIRS	0.263776	54	-0.030316	54	-0.106797	54	-0.238803	54	-0.103168	54	-0.203369	54	0.892626	54	-0.343577	54	0.146634	54	-0.953463	54	-0.924361	54	-0.906933	54	0.096856	54	-0.013263	54	-0.015146	54	-0.452962	54	-0.428119	54	-0.785359	54	-0.082091	54	-0.056693	54	0.063805	54	-0.501332	54	-0.282045	54	-0.694659	54	-0.064525	54	-0.071983	54	-0.046076	54	-0.660431	54	-0.809459	54	-0.777173	54	-0.132595	54	-0.289592	54	-0.132595	54	-0.289592	54	-0.509588	54	-0.490486	54	-0.255048	54	-0.377910	54	-0.757315	54	-0.801127	54	-0.355349	54	-0.254645	54	-0.551742	54	-0.198734	54	-0.088505	54	-0.113702	54	-0.524479	54	-0.189232	54	-0.486550	54	-0.495927	54	-0.455318	54	-0.765388	54	-0.458255	54	-0.437276	54	-0.803845	54	-0.446992	54	-0.461641	54	-0.482497	54	-0.471783	54	-0.581167	54	-0.674672	54	-0.517812	54	-0.153788	54	-0.729929	54	-0.245040	54	-0.635532	54	-0.183328	54	-0.336061	54	-0.376028	54	-0.137089	54	-0.475929	54	-0.513703	54	0.014901	54	-0.550100	54	-0.381223	54	-0.377996	54	-0.795986	54	-0.822429	54	0.015327	54	-0.016858	54	-0.063290	54	-0.009557	54	-0.070859	54	-0.645454	54	0.321428	54	-0.080538	54
